P_id,Parla_Accession_No,Parla_Language_Name,Culture,P_cid,Culture_2,P_cid_2,Parla_V1,Parla_V2,Parla_V3,Parla_V4,Parla_V5,Parla_V6,Parla_V7,Parla_V8,Parla_V9A,Parla_V9B,Parla_V9C,Parla_V10,Parla_V11,Parla_V12A,Parla_V12B,Parla_V13,Parla_V14,Parla_V15,Parla_V16,Parla_V17,Parla_V18,Parla_V19,Parla_V20,Parla_V21,Parla_V22,Parla_V23,Parla_V24,Parla_V25,Parla_V26,Parla_V27,Parla_V28,Parla_V29,Parla_V30,Parla_V31,Parla_V32,Parla_V33,Parla_V34,Parla_V35,Parla_V36,Parla_V37,Parla_V38,Parla_V39,Parla_V40,Parla_V41,Parla_V42,Parla_V43,Parla_V44,Parla_V45,Parla_V46,Parla_V47,Parla_V48,Parla_V49,Parla_Real1,Parla_Real2,Parla_Real3,Parla_Real4,Parla_Real5,Parla_Real6,Parla_Real7,Parla_Real8,Parla_Coder,Parla_Active
177,51265,Ga,Ga,15621,,,48,6,4,8,16,32,16,16,8,2,4,4,8,4,0,52,6,8,16,4,4,4,8,8,32,8,16,16,16,8,12,4,2,12,32,0,8,20,4,8,-128,4,16,8,8,8,24,4,2,2,4,0,33346,57408,36928,16448,32831,64,16449,28737,,1
138,15426,French,Paris,28568,,,32,20,4,12,24,32,2,32,4,8,2,8,48,32,0,8,8,32,12,6,2,2,2,6,48,2,8,24,16,16,48,2,2,12,16,4,2,4,2,8,-128,324,4,8,16,4,6,2,6,2,2,4,47170,4162,41024,64,16448,32831,6210,66,,1
23,5443,English,Haiti,16446,,,0,4,4,4,8,8,8,128,2,4,2,8,4,4,0,4,2,16,4,2,4,4,2,8,16,2,0,0,0,0,0,4,2,8,8,2,16,2,16,2,-128,4,20,4,8,4,2,4,2,2,2,2,66,41024,65,49215,64,32831,24641,16449,,1
22,5187,Haitian Creole,Haiti,16446,,,0,4,4,4,8,16,16,32,2,2,4,8,4,2,8,4,4,8,4,2,4,4,2,8,16,4,0,0,0,8,0,4,2,8,8,4,16,2,16,2,-128,4,4,8,8,4,2,4,4,2,2,4,17474,49216,41024,32831,49215,8256,65,34881,,1
182,12354,Kirundi,Rundi Unspecified,62544,,,32,2,2,24,2,4,128,16,4,2,8,8,2,2,0,24,2,2,2,2,2,2,8,24,4,2,4,4,4,4,4,2,2,24,16,12,8,12,12,8,-128,16,4,4,4,4,2,2,4,2,2,2,49217,0,32832,64,32831,16448,41024,16448,,1
179,59457,Ibo,Igbo,16996,,,16,20,4,28,24,2,4,8,2,4,0,2,16,32,0,4,4,24,16,12,4,4,4,8,48,8,40,48,16,8,24,4,2,24,32,0,16,16,24,8,-124,4,16,8,8,12,4,4,2,4,4,4,8257,64,16448,32831,64,32959,8258,6210,,1
116,28737,Armenian,Israeli Jews,17700,Syria,26346,48,4,12,12,16,4,4,16,2,4,2,4,8,16,0,24,4,4,4,2,4,2,4,4,16,12,8,16,16,24,24,6,6,16,12,4,10,12,10,8,-124,256,40,8,8,4,6,2,6,2,4,2,53313,41024,32832,49215,64,63,45121,49217,,1
176,32833,Twi/Fante,Fante,15280,,,32,20,4,12,10,2,8,16,2,4,8,4,16,32,16,28,12,12,16,6,2,2,6,6,48,6,24,24,16,20,8,4,2,8,16,4,20,32,6,8,-124,64,16,12,8,8,12,4,2,2,2,4,16449,64,32832,32831,64,16448,18498,51265,,1
158,20545,Teso,Teso,26907,,,16,2,8,12,10,4,16,32,2,4,8,4,24,4,0,4,4,4,4,4,2,6,4,4,32,4,8,16,8,12,24,4,2,4,12,4,12,24,4,8,-124,260,16,8,12,8,8,6,2,2,6,4,49217,16448,41024,32831,64,24640,20545,16449,,1
63,66,Tagalog,Tagalog,26368,,,32,20,2,24,8,4,8,8,2,2,4,8,4,8,0,2,6,8,4,2,12,12,24,16,16,4,24,48,48,12,6,2,4,24,32,20,4,48,12,8,-124,256,32,2,8,4,2,2,6,6,4,4,41025,16448,16448,63,32831,64,41025,28737,,1
95,4161,Malagasy,Merina,21242,,,32,2,4,24,2,4,32,64,8,2,4,8,24,2,4,24,12,8,12,6,2,2,24,12,16,2,2,6,4,4,16,6,2,24,16,0,24,8,16,8,-124,256,4,8,10,4,4,6,6,4,6,4,41025,32831,61504,24640,32831,8256,8257,28737,,1
67,53313,Pompango,Bontoc,30140,,,48,20,4,12,24,4,4,16,2,4,0,12,24,32,16,20,8,16,48,12,6,4,2,4,48,2,8,48,48,8,16,2,6,4,12,8,20,48,48,8,-124,256,32,4,8,12,4,2,2,4,4,4,53313,41024,32832,32831,64,32959,66,59457,,1
169,57409,Hausa,Hausa Unspecified,62528,,,32,20,2,12,12,16,4,8,2,2,4,2,16,32,0,18,8,48,32,8,4,4,2,24,16,2,12,36,40,24,48,4,2,24,16,16,16,24,16,8,-96,256,18,8,8,8,12,6,2,4,2,4,24642,20545,16448,32831,32831,64,2114,3138,,1
121,34881,Russian,Bryanskaya,13321,,,48,18,8,12,8,4,16,128,8,2,4,4,48,16,0,8,8,4,24,2,2,2,2,4,16,2,4,24,16,8,16,0,2,8,4,10,8,24,12,8,-96,256,36,10,12,8,4,4,2,2,6,2,53313,16448,65,16448,32831,64,43073,45121,,1
120,16449,Polish,C Polish Folk,23827,,,32,6,24,12,8,8,32,128,16,8,4,8,16,8,2,24,4,4,2,2,2,2,4,12,16,2,6,8,8,36,16,2,4,16,20,4,16,20,4,8,-96,256,32,2,6,2,2,2,2,2,2,4,3138,64,65,36928,16448,64,41025,65,,1
188,22594,Kung,Juǀʼhoansi,19262,,,32,40,6,2,2,0,0,2,2,0,0,2,32,32,0,32,8,32,2,2,8,8,2,2,32,2,4,8,32,32,24,6,2,10,24,4,48,20,40,4,-64,-128,4,96,20,8,24,2,2,4,2,4,32959,32959,32831,63,32959,32959,4419,56386,,1
47,62018,Even (Lamut),Even,15192,,,0,4,4,12,8,16,16,8,2,2,2,8,4,32,4,4,2,8,16,4,4,2,4,16,16,2,2,16,16,4,2,2,4,16,8,4,4,4,4,8,0,8,96,4,8,4,4,2,2,2,4,4,14402,41024,24640,49215,63,32831,66,16449,,1
1,46658,Namie,Lujere,62530,,,0,0,2,16,2,0,0,4,2,2,2,2,2,0,0,8,2,8,8,2,4,8,32,32,4,2,2,4,8,10,2,0,4,48,0,12,2,16,2,2,2,40,32,8,2,6,4,2,2,2,4,4,32959,32959,64,32831,49215,63,32959,32959,,1
174,5186,Dyola,Jola-Fonyi,14598,,,32,18,2,12,8,4,8,64,16,4,32,4,4,4,0,18,2,4,8,4,4,8,4,4,16,6,48,24,48,2,12,4,2,6,16,2,32,16,24,2,2,4,18,2,4,4,6,4,2,4,2,2,41025,16448,49216,32832,8256,41024,28737,28737,,1
46,56898,Chuckchee,Chaunsky Chuckchi,13850,,,16,20,2,24,8,4,8,16,2,4,4,8,4,8,0,8,2,8,4,4,4,2,4,4,4,4,2,8,8,2,2,4,4,4,4,2,4,4,2,2,2,16,32,2,8,4,2,2,2,2,4,2,51265,32832,36928,0,64,8256,32833,32833,,1
65,36418,Ilianen Manobo,Manobo,20791,,,32,2,2,16,2,4,128,8,2,2,4,2,2,2,0,8,2,2,2,2,2,4,32,32,6,2,2,10,2,2,2,2,4,8,16,40,2,32,2,8,4,16,4,2,8,6,2,6,2,2,2,4,51265,0,16448,63,49215,64,57408,32832,,1
50,65347,Nivkh,Nivkh,15907,,,2,0,0,0,0,0,0,0,4,2,2,4,0,0,0,0,0,0,0,0,0,8,0,24,2,2,2,8,0,4,0,2,4,48,48,4,2,24,6,8,4,8,48,2,4,4,2,2,4,2,2,4,32959,32959,8256,64,63,49215,32959,32959,,1
118,12583236,Georgian,Kakheti,15797,,,2,0,0,0,0,0,0,16,8,4,8,4,0,0,0,0,0,0,0,2,0,0,0,4,2,2,2,8,0,4,0,4,4,16,6,4,8,8,2,8,4,-128,2,2,8,4,2,0,0,0,0,0,32959,32959,32832,16448,64,24640,32959,32959,,1
157,16448,Nandi,Nandi,22166,,,32,4,8,24,8,2,4,8,2,8,4,4,24,4,16,8,6,8,16,2,2,2,8,8,16,4,16,24,16,4,16,4,2,8,16,0,24,4,24,8,4,256,16,8,8,4,4,2,4,2,2,4,34881,32832,24640,63,16448,64,28737,51265,,1
186,7234,Sesotho,Sotho,25917,,,32,20,4,4,16,16,4,64,16,4,2,4,48,32,0,4,8,48,48,8,8,4,6,6,32,12,48,48,48,16,24,4,2,12,16,2,20,24,12,10,4,256,16,8,2,4,4,4,2,2,6,6,12354,16449,53312,41024,16448,64,17474,20546,,1
109,3907,English,Bengal,12046,,,0,6,8,8,2,8,8,8,2,2,2,4,2,4,8,8,2,16,2,2,4,4,4,16,4,2,0,0,0,0,0,2,2,4,16,8,2,8,16,2,4,32,2,2,8,4,2,2,2,4,2,2,4162,41024,16448,63,32831,49215,28737,36929,,1
72,60482,Hawaiian,Native Hawai'i,16611,,,32,18,4,24,2,16,16,16,2,2,0,4,4,4,2,0,2,8,4,2,8,8,4,8,4,2,4,16,8,2,2,2,6,24,16,4,4,32,4,8,4,4,32,2,8,4,6,2,2,2,4,2,18498,32832,36928,49215,32831,32959,28737,57408,,1
106,48706,Uzbek,Uzbeks,62302,,,16,2,8,20,2,8,64,8,2,4,0,4,8,4,2,4,12,4,8,6,2,2,24,24,4,4,12,16,8,6,12,4,4,16,4,6,2,12,2,8,4,12,40,8,8,4,4,2,6,2,4,2,4162,32831,16448,32831,64,32959,24641,8257,,1
142,47169,Icelandic,Icelander,17007,,,16,2,24,8,2,4,64,128,8,16,2,4,8,8,4,16,2,12,4,2,2,2,2,4,16,2,2,8,8,2,12,6,6,16,20,12,8,12,4,4,4,16,36,6,2,2,2,2,6,2,6,6,53313,32831,12353,16448,36928,32831,32833,45121,,1
35,579,Sarcee,Tsuutʼina,25026,,,32,18,4,24,2,32,64,16,4,2,8,4,4,2,4,8,2,8,2,2,4,4,16,16,2,2,2,8,4,2,4,2,4,16,16,8,8,32,4,2,4,2,8,2,8,2,2,2,2,2,4,2,48706,64,32832,64,32831,16448,0,24641,,1
53,42050,Korean,Urban S Korea,18932,,,8,2,4,8,2,8,128,8,2,4,2,4,4,4,2,12,4,4,6,2,2,2,4,8,2,4,6,8,4,6,4,6,2,20,16,8,8,24,6,8,4,64,2,2,4,4,2,2,4,6,2,4,61505,0,16448,49215,8256,32831,12353,16448,,1
36,48194,Blackfoot,Káínawa,12343,,,16,2,4,16,2,8,128,16,4,2,0,4,2,2,0,24,2,6,2,2,4,4,32,32,2,2,2,4,6,2,2,4,4,32,16,6,2,8,12,4,4,2,104,24,4,6,2,4,2,4,4,2,4162,0,32832,64,49215,32959,41024,8257,,1
27,10563,Spanish,Cibao,62403,,,32,24,8,24,8,2,128,32,2,2,4,4,4,16,0,8,2,16,4,2,4,4,8,8,16,2,2,16,16,4,4,2,4,24,40,8,32,2,8,2,4,296,96,8,8,4,6,2,2,2,4,2,12353,0,41024,49215,63,8256,43073,57409,,1
172,43073,More,Mossi,21792,,,16,4,4,28,2,8,4,4,2,2,2,6,4,32,16,4,2,16,32,2,12,12,8,32,20,4,24,24,16,6,6,6,2,16,16,4,4,16,8,12,4,12,32,2,10,12,6,6,2,6,4,6,4162,65,8256,63,32831,49215,7234,53313,,1
49,2627,Yakut,Yakut,28898,,,16,20,2,16,8,0,0,0,8,4,2,8,2,0,0,16,2,8,2,2,2,4,16,8,16,4,2,8,8,4,2,2,4,8,4,4,2,4,2,2,4,8,8,8,8,4,4,2,4,2,4,2,16449,64,32832,16448,64,32831,32833,28737,,1
25,7235,English,Memphis Black,30063,,,32,4,4,4,8,2,2,32,2,2,4,8,2,16,0,4,2,16,32,2,4,4,2,4,16,4,4,16,32,2,4,4,2,8,8,2,16,4,8,0,4,4,16,8,8,4,4,6,2,2,2,2,28737,57408,41024,49215,32831,8256,55361,41025,:,1
26,10307,Spanish,Cibao,62403,,,16,20,4,20,8,2,4,16,4,2,2,8,16,8,16,8,4,8,4,2,4,4,8,8,16,2,4,8,16,8,8,2,4,16,16,16,16,16,8,2,4,72,8,4,8,4,2,2,4,2,4,2,36929,32832,36928,8256,32831,49215,36929,57409,,1
75,54850,Bunlap (Sa?),Bunlap,12816,,,32,20,4,8,4,4,4,16,2,2,4,8,8,16,0,8,4,8,2,2,8,8,8,8,4,2,2,8,8,8,8,2,0,20,16,10,2,4,4,2,4,32,36,2,2,2,6,2,2,2,2,4,55361,41024,32832,32831,49215,64,49217,32959,,1
152,18498,Turkish,Turkey,27765,,,32,20,4,8,6,2,4,8,2,4,0,8,12,4,16,24,6,8,4,2,4,2,4,24,2,2,2,24,8,6,12,6,2,24,4,10,12,6,6,4,4,288,32,6,4,6,2,2,4,2,2,4,28737,16448,24640,32831,64,32959,24641,53313,,1
2,47170,Olo,Wape,28456,,,32,4,8,12,8,4,8,16,4,2,0,8,24,32,0,12,8,24,24,2,8,8,6,12,20,6,6,8,16,4,8,2,4,4,16,12,6,12,6,2,4,96,32,8,2,2,4,2,2,2,4,2,41025,16448,32832,8256,49215,32959,4162,63553,,1
45,56386,Chuckchee,Chaunsky Chuckchi,13850,,,32,20,2,20,8,16,8,16,2,2,0,8,8,16,0,8,4,16,4,4,4,4,16,8,16,8,8,16,16,4,4,4,4,4,8,2,4,2,4,2,4,264,32,8,8,4,4,2,2,2,4,2,8258,49216,32832,32831,63,32959,43073,32959,,1
108,3651,Bengali,Bengal,12046,,,0,6,4,8,2,2,16,8,2,2,2,8,8,4,0,8,2,16,2,2,4,4,4,8,4,2,0,0,0,0,0,2,4,8,16,8,4,4,8,2,4,32,2,8,8,2,2,2,2,2,4,2,38977,64,16448,63,32831,49215,28737,32959,,1
124,60994,Khanty,Khanty,18431,,,16,16,4,28,8,4,16,8,2,2,2,8,8,16,0,8,2,8,2,4,4,4,8,16,16,4,4,8,4,4,8,0,4,8,4,8,4,4,4,8,4,8,40,4,8,4,20,2,4,2,4,4,41025,64,24640,32831,49215,63,47169,32959,,1
101,1347,Khasi,Khasi,30102,,,32,6,4,12,2,4,16,8,2,2,0,8,8,4,0,16,4,8,8,2,2,2,8,8,2,2,2,4,4,8,16,2,2,8,8,8,4,2,4,2,4,32,8,4,2,2,2,2,4,2,2,4,51265,64,16448,32831,49215,32959,24641,32959,,1
94,41025,Malay,Malay,20571,,,32,4,4,20,2,2,32,16,2,2,4,8,8,16,2,16,8,8,8,2,4,4,16,16,4,2,2,4,8,12,16,2,2,24,24,16,12,16,8,12,4,8,32,8,10,6,4,2,6,4,2,4,28737,32831,32832,32831,63,64,57409,65,,1
107,11330,Pushtu,Pashtun,23497,,,32,22,6,24,2,16,64,16,2,4,2,8,6,16,2,16,2,4,8,2,2,2,16,8,2,2,2,4,8,2,10,4,2,32,4,4,6,6,2,8,4,2,32,4,2,2,2,0,0,0,0,0,23618,64,32832,32831,8256,63,51265,4161,,1
187,24641,Swazi,Swazi,19023,,,32,20,4,12,16,2,2,16,8,2,4,12,8,16,32,4,8,8,4,4,2,4,2,2,32,8,32,48,48,18,8,4,2,12,8,2,40,16,12,12,4,4,16,12,2,4,4,4,6,2,4,2,20545,32832,32832,16448,32831,64,57409,5186,,1
143,63553,Finnish,Finnish,15313,,,32,16,4,0,2,4,8,8,4,2,4,12,4,16,0,16,4,8,4,2,2,2,12,24,4,2,2,24,24,2,8,2,4,8,4,4,8,24,4,4,4,256,32,2,8,2,2,6,2,2,4,4,41025,16448,16448,64,32831,8256,47169,59457,,1
98,49216,Khmer,Khmer,13124,,,8,2,12,8,2,0,0,0,32,32,512,2,8,0,0,4,0,8,8,6,2,2,4,48,4,4,4,24,24,2,4,0,0,48,16,0,24,16,24,8,6,16,32,4,2,2,2,2,4,6,6,4,0,0,0,0,0,0,0,0,,1
20,57410,Cuiba,Cuiva,14213,,,8,40,8,16,2,32,16,2,2,2,0,2,4,32,8,48,2,40,2,2,8,8,16,16,2,2,4,16,16,4,2,2,6,36,32,18,8,16,4,4,8,8,40,10,12,6,6,2,2,2,4,2,55362,4161,49215,63,32831,32959,9282,34881,,1
43,64066,Netsilik,Netsilik,17234,,,32,16,4,16,2,0,0,4,2,2,0,4,2,0,0,16,2,2,2,2,4,8,32,32,2,4,8,8,4,4,4,2,4,32,8,4,4,16,4,2,8,8,32,4,8,2,2,2,2,2,4,2,32959,32959,8256,32831,49215,32959,32959,32959,,1
81,52802,Basim,Coastal Asmat,10962,,,32,20,4,16,2,4,16,4,2,2,2,4,2,4,0,16,2,4,2,2,4,4,16,16,4,4,4,4,4,16,2,2,2,16,16,16,4,8,4,2,8,32,2,72,8,2,4,2,2,4,2,2,47169,64,64,32831,63,32831,28737,32959,,1
70,323,Samoan,Samoa,24795,,,32,16,4,28,8,2,32,8,2,2,4,4,8,8,0,2,4,8,8,2,2,2,4,16,32,4,16,8,8,8,8,6,2,8,4,4,16,8,4,4,8,8,8,8,16,8,4,2,4,2,4,4,20545,32831,24640,49215,63,64,41025,32959,,1
82,24642,Dani,Dani,14378,,,32,2,2,24,2,8,128,32,2,4,0,6,12,4,8,20,12,4,6,2,4,12,24,24,24,4,10,12,4,12,8,2,4,16,16,24,6,24,4,4,8,264,72,24,8,2,6,2,6,4,2,4,3138,0,41024,49215,64,32959,24641,34881,,1
38,8389444,Konkow,Konkow,18877,,,2,0,0,0,0,0,0,16,8,2,4,8,0,0,0,0,0,0,0,0,0,2,0,32,2,2,2,8,0,4,0,6,4,16,8,4,2,16,2,8,8,8,2,2,2,2,2,2,2,2,4,2,32959,32959,32832,24640,32831,64,32959,32959,,1
99,55362,Burmese,Burmese,12849,,,16,22,8,4,8,8,16,64,4,2,2,8,8,16,8,16,4,32,8,2,2,2,8,8,16,4,8,8,16,16,8,2,4,16,32,8,16,16,16,2,8,64,4,4,4,2,2,2,2,2,4,2,3138,16448,57408,8256,49215,63,47169,34881,,1
54,2371,Evenki,Evenki,27666,,,32,24,2,16,8,8,16,8,2,2,2,8,4,8,0,8,2,8,4,2,0,0,16,16,16,4,4,8,4,8,2,2,4,8,4,2,4,2,2,8,8,8,32,2,8,4,4,2,4,2,4,2,5186,16448,16448,63,32831,49215,41025,32959,,1
57,1090,Mandarin,Lower Yangtze,13668,,,32,20,12,28,8,4,16,16,2,8,2,8,4,32,8,4,12,24,12,2,4,4,4,4,16,6,6,16,16,8,20,2,4,40,24,24,32,48,8,8,8,260,32,12,8,4,2,2,6,4,4,6,45121,64,32832,63,24640,32831,63553,41025,,1
83,38977,Pidgin (New Guinea),Toaripi,27204,,,32,4,4,12,4,8,8,32,4,2,8,4,24,16,0,24,8,16,8,2,8,4,4,8,16,2,6,24,48,16,24,2,2,16,12,8,12,48,12,10,12,64,4,8,8,12,8,6,2,6,2,4,5186,41024,41024,64,63,16448,51265,61505,,1
33,34370,Ojibwa,Ojibwe,13718,,,16,4,2,24,2,4,32,32,4,2,8,4,6,4,2,16,2,24,4,2,4,8,8,16,4,4,4,8,8,4,4,4,4,24,12,12,6,24,2,8,12,280,2,4,4,4,2,2,2,2,2,4,55361,64,41024,64,32831,16448,16449,4161,,1
