Society_latitude,Society_longitude,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People2,People3,Arensberglomax_clusters,Focal_years,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Koppen_climate_terrain,Koppen_code,Arensberglomax_taxon,Taxon_id,Language,Language_nearsubfamily,Language_largersubfamily,Language_family,Language_familytree,ISO6393,Glottocode,Country,Country_id,society_id,C_cid,M_cid,P_cid,Ph_cid,Ch_cid,dplace_id,EA_cu_name,EA_cu# UPDATE,Murdock_cu#,EA_Prov_name,EA_Prov_#,EA_#,Culture_Wiki,Society_summary,Notes_1,Notes_2,Culture Sources
10.23,-71.81,12.06,-71.59,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,Wayu; Wayúu; Guajiro; Goajiro,Caribbean Arawakan,,Continental Caribbean Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1940; 1942; 1947; 1959; 1961; 1960-61,10,10,1,,Tropical Savannah,Aw,UAH (Unclassified Animal Husbanders),scfal991,Wayuu,Guajiro-Paraujano,Caribbean Arawakan,Arawakan,"Arawakan, Northern Maipuran, Caribbean Arawakan",ISO 639-3: guc,wayu1243,Colombia; Venezuela,,15973,15973,15973,15973,,15973,,GOAJIRA,Sb6,15973,Northern Colombia and Venezuela,172,25918,wiki,"Formerly, Wayuu society was probably egalitarian, based on an economy of horticulture, gathering, hunting, and fishing, depending on the region. Today, it is a strongly hierarchical pastoral culture. The first livestock arrived from Europe around the beginning of the sixteenth century. Hungry, curious, and adventurous, some of the Wayuu obtained livestock by raid and theft until they had semi-wild herds of cattle and horses. Pastoralism progressively became widespread, probably facilitated by missionaries, who made many attempts at pacification; by pirates hostile to the Spanish and in quest of food; and by Black slaves who, by choice or by force, settled among the Wayuu. At the close of the 19th c., pastoralism was general, supplemented by smuggling, wage labor, and urban remittances.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnoguc @WikiWayuu  @Glottowayu1243
4.71,-64.39,5.69,-65.52,South America,N South America,Orinoco Basin,Amazonas/ Bolivar,So’to,Makiritare; Maiongong; Maquiritare; Soto; Ye'kuana; Yekuana; Dekuana; Yecuana; Ye'kwana; Ye'Kuana; Yequana,Guianan Cariban,,Orinoco Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1964,11,8,1,,Tropical Rainforest/ Monsoon,"Af, Am",HF-South America,scfal196,Maquiritari,Maquiritari-Wayumara,Guianan,Cariban,"Cariban, Guianan, Maquiritari-Wayumara",ISO 639-3: mch,maqu1238,Venezuela,,29030,29030,29030,29030,,29030,,YEKUANA; MAKIRITARE,Sc16,29030; 20505,Southeast Venezuela,177,26225,wiki,"The So’to of the tropical rain forest live along rivers in Brazil and Venezuela, practicing shifting cultivation, fishing, and hunting. They weave intricate baskets and men must prove their weaving skills before marriage. Villagers lived in one big woven circular house given to them by Wanadi, their god. Hunting tapir, deer, peccaries, anteaters, male alligators, armadillos, and turtles by tracking and communal drive is preeminent over fishing. Men fish with harpoon arrows or join their women in fishing with hook and line (barbasco). Earthworms, leafcutter ants, palm-borer larvae, turtle eggs, frogs, and wild fruits and vegetables constitute much-appreciated seasonal fare.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomaqu1238 @Ethnomch @WikiYe'kuana  
5.82,-68.98,7.82,-68.91,South America,N South America,Orinoco Basin,Los Llanos,Guahibo,Sikuani,Guahiboan,,Orinoco Indigenous Peoples,Nuclear America,1947; 1949,10,10,,,Monsoon,Am,I-Amazon,scfal309,Guahibo,Guahibo-Playero,Guahibo-Cuiva,Guahiboan,"Guahiboan, Guahibo-Cuiva",ISO 639-3: guh,guah1255,Colombia,,16193,16193,16193,,,,,GUAHIBO,Sc4,16193,Orinoco Plain,175,16703,wiki,"The Guahibo occupy Los Llanos or Savannah plains in E. Colombia, Guainia, and S Venezuela near the Colombian border. Traditionally, the Guahibo and Chiricoa were nomadic hunters, gatherers, and fishermen; their most important food animal was the armadillo. Constantly on the move, they rarely spent more than two or three days in one camp.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnoguh @WikiGuahibo  @Glottoguah1255
-14.41,-71.98,-13.22,-72.01,South America,N W South America,C Andes,Cuzco Dept,Q'ero,Q'iru; Qero; Qiru,Quechuan,,Andes Indigenous Peoples,,1964,5,5,,,"Temperate, Dry Winter, Warm Summer",Cwb,,,Cuscan Quechua,Quechua IIC,Quechua II,Quechuan,Quechuan,,cusc1235,Peru,,62301,62301,62301,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocusc1235  @WikiQ'ero  
-14.41,-71.98,-13.22,-72.01,South America,N W South America,C Andes,Cuzco Dept,S Peruvian Quechua,Runakuna; Kichwas; Ingas,Quechuan,,Andes Indigenous Peoples,Nuclear America,1964; 1977-78,8,5,,,Tundra,ET,AH-Andes,scfal421,Quechua IIC,Quechua IIC,Quechua II,Quechuan,"Quechuan, Quechua II",,quec1389,Peru,,24091,24091,24091,,,24091,,QUECHUA; BOLIVIAN,,24091; 12453,,,7006,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiSouthernQuechua  @Glottoquec1389
-2.83,-77.26,-9.29,-73.96,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,Shuar; Achuar; Humabisa; Aguaruna,Jivaroan,Jivaroan Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1954; 1955; 1956-57,12,6,1,9,Tropical Rainforest,Af,I-Amazon,scfal310,Achuar-Shiwiar,Achuar-Shiwiar,Shuaric,Chicham,Jivaroan,ISO 639-3: acu,achu1248,Peru,,17667,17667,17667,17667,17667,17667,,JIVARO,Se3,17667,Loreto,183,837,wiki,"The Jivaro live in autonomous fortified households scattered in the forested eastern Andean slopes and lowlands of Ecuador and Peru. Men compete for wives, who do nearly all the arduous gardening work; they often maintain two wives, children and sons-in-law",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnoacu @WikiJivaroan  @Glottoachu1248
-54.01,-68.51,-54.54,-66.86,South America,S South America,Patagonia,Tierra del Fuego,Selk'nam,"Ona; Selknam, Onawo",Chonan,,Patagonia Indigenous Peoples,Nuclear America,1966; 1907-1908,20,6,,,Tundra,ET,HF-Patagonia,scfal121,Selk’nam,Selk’nam,Insular Chonan,Chonan,"Chonan, Insular Chonan",ISO 639-3: ona,onaa1245,Argentina,,23112,23112,23112,,,,,ONA,Sg3,23112,Patagonians,199,18522,wiki,"The Selk'nam were an indigenous group occupying the islands of Tierra del Fuego in the southern tip of South America. Today they are an extinct group - the last full-blooded Selk'nam died in 1974. European conquest, disease, and authorized genocide devastated the population, reducing their numbers from 3,600 in 1850 to 100 full-blooded Selk'nam by 1930. Selk'nam men were hunters of guanacos, a species of ""American camel,"" foxes, birds, and fish, while women gathered mushrooms, berries, and other plants. This patriarchal society was grouped in bands of around 40 to 120 individuals, each group having its own territory. They were guided by elder wise men and shamans who had healing and spiritual powers. The Selk'nam believed that the soul joined their supreme being after death.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoonaa1245 @Ethnoona @WikiSelk'nam  
-35.68,-71.54,-35.87,-71.97,South America,W South America,S Andes,Chilean Central Valley,Huaso,"Horseman, rancheros",Huaso Mestizos,,South American Criollos/ Mestizos,Western Europe,1950; 1961; 1963,10,10,,,"Temperate, Dry Summer, Hot Summer",Csa,PA-Europe,scfal1098,Chilean Spanish,Castilic,Latinic,Indo-European,"Indo-European, Italic, Latinic, Imperial Latin, Romance, Castilic",ISO 639-3: spa,stan1288,Chile,,13630,13630,13630,,,,,CHILE,,13630,,,15925,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottostan1288 @Ethnospa @WikiHuaso  
20.11,80.28,19.61,75.85,South Asia,India,C India/ Central Tribes Area,Maharashtra,Gond,Gondi; Raj Gond,Gond/ S Dravidians (Ethnic Peoples),Central Indian Peoples,Dravidian Peoples,Warm Latitude Gardeners,1952; 1953; 1980; 1948-1950; 1950's-60's,21,10,,,Tropical Savannah,Aw,AH-Upland South Asia,scfal554,Gondi,Gondi,South Dravidian,Dravidian,"Dravidian, South Dravidian",,gond1265,India,,16028,16028,16028,,,,,GOND,,16028,,,39998,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiGondi  @Glottogond1265
10.85,76.27,9.8,76.58,South Asia,India,Western Ghats,Kerala,Kerala,Keralam,Malayali,Western Ghats Peoples,Dravidian Peoples,Old Eurasia,1957; 1961; 1968,13,10,1,,Monsoon ,Am,PA-Middle East,scfal1161,Malayalam,Tamil-Kannada,South Dravidian,Dravidian,"Dravidian, South Dravidian, Tamil-Kannada, Tamil-Malayalam, Malayamoid",ISO 639-3: mal,mala1464,India,,18371,18371,18371,18371,,18371,,KERALA,Eg6,18371,Southwest India,65,49991,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiKeralaEthnicGroups @WikiKerala  @Glottomala1464
32.21,76.32,27.56,88.35,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Sikkim,Monastic Lama,Monastics,Tibetan Buddhists,Himalayan Peoples,Sino-Tibetan Peoples,Old Eurasia,1955; 1961; 1950-1959; 1950-59,11,4,,,"Temperate, Dry Winter, Warm Summer",Cwb,,,Tibetan,Early Old Tibetan,Bodic,Sino-Tibetan,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan",ISO 639-3: bod,tibe1272,China,,30050,30050,30050,,,,,LAMA,Ee4,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiLama  @Glottotibe1272
29.64,91.11,30.08,88.5,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Tibet,Tibetans,,Tibetans,Himalayan Peoples,Sino-Tibetan Peoples,Old Eurasia,1955; 1959; 1961; 1973; 1950-59; 1954-55;,17,6,,,"Arid Desert Cold/ Cold, Dry Winter, Cold Summer",BWk/ Dwc,PA-Middle East,scfal1197,Tibetan,Early Old Tibetan,Bodic,Sino-Tibetan,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan, Central Tibetan",ISO 639-3: bod,tibe1272,China,,27028,27028,27028,,,27028,,TIBETAN,Ee4,27028,Tibet,85,37993,wiki,"According to the rule of feudal serfdom, which contains both political and religious powers, lmost all aspects of Tibetan life such as social life, customs and habits hold evident marks of their historical traditions and unique culture. As a directive, a Tibetan person goes only by his/ her first name and not family name, and by the name you can determine person's gender. Lhasa, literally 'place of the gods,' has been the center of Tibetan Buddhism for centuries. Prior to 1950, lamas from local monasteries made up almost half the population.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiTibetan  @Glottotibe1272
1.59,110.27,2.28,113.07,Southeast Asia,Island S E Asia,Greater Sundas,"Sarawak, Borneo",Iban,Sea Gypsies; Sea Dayaks,Dayak Peoples,,Borneo Indigenous Peoples,Malaysians,1961,10,10,,,Tropical Rainforest,Af,AH-Proto Malay,scfal523,Iban,Malayic,Malayo-Polynesian,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan, Ibanic",ISO 639-3: iba,iban1264,Malaysia,,16974,16974,16974,,,16974,,IBAN,Ib1,16974,Borneo,101,20034,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap    @WikiIban @Glottoiban1264
-8.36,115.08,-8.36,115.12,Southeast Asia,Island S E Asia,Lesser Sundas,Bali,Balinese,Suku Bali,Balinese,,Indonesian Peoples,Old Eurasia,1931; 1949; 1955; 1966;,10,8,,,Tropical Rainforest,Af,PA-East Asian Irrigation,scfal1062; scfal1063,Balinese,Bali-Sasak-Sumbawa,Malayo-Polynesian,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan, Bali-Sasak-Sumbawa",ISO 639-3: ban,bali1278,Indonesia,,11507,11507,11507,,,11507,,BALI; BALINESE,Ib3,11507; 11485,Western Lesser Sundas,104,56620; 62252,wiki,"The Balinese people are an Austronesian ethnic group and they are native to the  Indonesian island of Bali. Both their language, Balinese, and religion, Balinese Hinduism, demonstrate a Malayo-Polynesian culture. The island of Bali is surrounded by coral reefs and the livelihood of its people comes mostly from agriculture and fishing. Religion is the core of Balinese life and there are many rituals and ceremonies observed throughout the year, which are concerned with maintaining a balance between positive and negative forces. Their religion features a mix of Hindu and Buddhist beliefs combined with Balinese animistic traditions. Balinese people believe that good spirits reside in the mountains and demons in the sea. Balinese culture is known for its dance, shadow puppet theatre, art, and drama. Balinese society is founded on a caste system but there are no untouchables. Each caste has its own language.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobali1278 @Ethnoban @WikiBalinese  
12.42,121.22,12.88,121.09,Southeast Asia,Island S E Asia,N Philippines,Mindoro Island,Hanunoo,Hanunuo,Mangyan Peoples,,Philippines Indigenous Peoples,Warm Latitude Foragers,1953; 1955,8,7,,13,Monsoon,Am,AH-Island Malay,scfal535,Hanunoo,South Mangyan,Malayo-Polynesian,Austronesian,"Austronesian, Malayo-Polynesian, Greater Central Philippine, South Mangyan",ISO 639-3: hnn,hanu1241,Philippines,,16545,16545,16545,,16545,,,HANUNOO,Ia5,16545,Philippines,99,41280,wiki,"The Mangyan are a collection of eight indigenous groups who live in Mindoro, Philippines, each having its own tribal name, language, and customs. They are subsistence farmers, growing sweet potatoes, rice, and taro. They also trap small animals and wild pigs. Mangyan society is peaceful and non-competitive, with an egalitarian social structure. Their belief system grows out of their agricultural way of life. Numerous rites and ceremonies are performed to placate the spirits, who can help produce a good harvest.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiMangyan  @Glottohanu1241
4.97,101.44,3.87,102.15,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,,Senoi Peoples,,Malay Peninsula Indigenous Peoples,Warm Latitude Foragers,1941; 1963;,14,7,,11,Tropical Rainforest,Af,,,Temiar,Senoic,Aslian,Austroasiatic,"Austroasiatic, Aslian, Senoic",ISO 639-3: tea,temi1246,Malaysia,,26808,26808,26808,,26808,26808,,TEMIAR,,26808,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap    @WikiTemiar @Glottotemi1246
20.79,93.97,21.49,95.76,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Myanmar,Burmese,Myanmar; Birmania; Birmanie; Myanmarese,Bamar,,Burmese Peoples,Old Eurasia,1951; 1973-4,11,7,2,,Tropical Savannah,Aw,PA-East Asian Irrigation,scfal1065,Burmese,Burmish,Burmo-Qiangic,Sino-Tibetan,"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Old-Modern Burmese",ISO 639-3: mya,nucl1310,Myanmar,,12849,12849,12849,12849,,12849,,BURMESE,Ei3,12849,South Burma,89,12594,wiki,The Bamar people (also commonly known as the Burmese and Burmans) are a Sino-Tibetan indigenous group and nation native to Myanmar. They are the dominant and largest group of the country. ,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottonucl1310 @Ethnomya @WikiBamar  
20.79,93.97,21.49,95.76,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Myanmar,Shan,Shan Tai,Dai,Tai Peoples,Tai Peoples,Old Eurasia,1951,1,1,,,Tropical Savannah,Aw,,,Shan,Daic,Kam-Tai,Tai-Kadai,"Tai-Kadai, Kam-Tai, Daic, Southwestern Tai, Shan Tai",ISO 639-3: shn,shan1277,Myanmar,,30103,30103,30103,,,,,,,,,,,wiki,"The Shan people are Southeast Asian people who live mainly in eastern and northwestern Myanmar and as well as in the Chinese province of Yunnan. Making up almost one-tenth of the nation’s population, the Shan people are the largest minority group in Myanmar. ",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap    @WikiShan @Glottoshan1277
17.75,104.68,15.95,100.84,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Thailand,Thai,Siamese,Thai,Tai Peoples,Tai Peoples,Old Eurasia,1955; 1962; 1953-1957; Pre-1954;,20,10,2,,Tropical Savannah,Aw,PA-East Asian Irrigation,scfal1082,Thai,Daic,Kam-Tai,Tai-Kadai,"Tai-Kadai, Kam-Tai, Daic, Southwestern Tai, Lao-Thai",ISO 639-3: tha,thai1261,Thailand,,26973,26973,26973,26973,,26973,,THAILAND; TAI,Ej9,26973; 26423,Thai; Southwest China,91,23913,wiki,"The Thai people of northern Thailand, Southeast Asia, northeast India and southern China are a subgroup of the Tai, who probably originated in Guangxi, China. Thai traditions are influenced by many cultures, including Indian, Lao, Burmese, Cambodian, and Chinese. Thailand’s religions include Buddhism, Hinduism, and animism. Respect for ancestors is an integral part of Thai spiritual practice and elders have important roles in families and ceremonies.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap    @WikiThai @Glottothai1261
40.65,34.29,40.94,40.79,Western Asia,Anatolia,Black Sea Reg,Rize Prov,Black Sea,,Turkish Turkic Peoples,Black Sea Peoples,Anatolia Turkic Peoples,Old Eurasia,1952; 1953,5,4,,,Warm Oceanic Humid Subtropical,Cfa,,,Turkish,Oghuz,Common Turkic,Turkic,"Turkic, Oghuz, West Oghuz",ISO 639-3: tur,nucl1301,Turkey,,30065,30065,30065,,,,,TURKS,Ci5,,Turkey,54,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonucl1301 @Ethnotur @WikiRize  
38.96,35.24,38.58,35.76,Western Asia,Anatolia,C Anatolia Reg,Kayseri Prov,Turkey,Turk; Turkish; Türkler,Turkish Turkic Peoples,Anatolian Peoples,Anatolia Turkic Peoples,Old Eurasia,1953; 1970s; 1980s;,9,6,1,,"Temperate, Dry Summer, Warm Summer",Csb,PA-Middle East,scfal1201,Turkish,Oghuz,Common Turkic,Turkic,"Turkic, Oghuz, West Oghuz",ISO 639-3: tur,nucl1301,Turkey,,27765,27765,27765,27765,,27765,,TURKS,Ci5,27765,Turkey,54,30060,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottonucl1301 @Ethnotur @WikiKayseri  
15.55,48.52,17.82,52.56,Western Asia,Arabian Peninsula,S Arabian Peninsula,Oman/ E Yemen,Kathiri Bedouin,,Hadhrami,Peninsular Arabs,Peninsular Arabic Speaking Peoples,Old Eurasia,1950; 1953; 1950s;,10,5,,,Desert Hot,BWh,P-Camel Nomads,scfal1034,Hadrami Arabic,Arabic,Semitic,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Arabian, Arabian Peninsula Arabic",ISO 639-3: ayh,hadr1236,Oman; Yemen,,11936,11936,11936,,,11936,,BEDOUIN,,11936,,,41006,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiHadhramaut  @Glottohadr1236
43.03,44.22,43.21,44.57,Western Asia,Caucasus,C Caucasus,Ossetia,Ossetia,Osset,Ossetian Iranian Peoples,Indo-Iranian Peoples,Caucasus Iranian Peoples,Old Europe,1960,10,10,,,Humid Continental,Dfb,PA-Middle East,scfal1177,Ossetic,Central Iranian PBS,Indo-Iranian,Indo-European,"Indo-European, Indo-Iranian, Iranian",,osse1245,Russia,,23211,23211,23211,,,,,OSSET,Ci6,23211,Caucasus,60,43866,wiki,"The Ossetians people are an Iranian ethnic group of the Caucasus Mountains, native to the ethnolinguistic area known as Ossetia.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoosse1245  @WikiOssetians  
41.96,42.13,41.95,43.68,Western Asia,Caucasus,C Caucasus,Republic of Georgia,Guria,,Georgian,Caucasian Peoples,Caucasus Peoples,Old Europe,1936; 1963; 1964,5,1,,,Warm Oceanic Humid Subtropical,Cfa,,,Gurian,Georgian,Georgian-Zan,Kartvelian,"Kartvelian, Georgic, Georgian",,guri1246,Georgia,,62463,62463,62463,,,,,GEORGIANS,Ci8,,,,,wiki,"The Georgian people, also known as Kartvelians, are a nation and native Caucasian ethnic group indigenous to Georgia.The origins of polyphonic singing in Georgia are little known. The Georgian State Folk Song & Dance Ensemble state that ""Many traditional Georgian choral songs actually date back to a cult of the grapevine"" (see also Hugo Zemp's film, Table Songs of Kakheti). Work songs, friendship songs, harvest songs, table songs, suneral songs, all of these genres are performed polyphonically in Georgia, or as solo songs with drone accompaniment in different regional styles that identify or identified each place with an imprint as almost as deep as DNA. To summarize such regional distinctions (urther complicated by local variations), complex polyphony arises in the Svaneti region in northwestern Georgia; three-part polyphony with yodel and hocketing in the Guria Region, remarkably like African hunter-gather style; two-part polyphony over a bass drone in Kakheti. All of these, as the State Ensemble notes point out, frequetnly take unconventional harmonic turns.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoguri1246  @WikiGuria  
41.82,45.65,41.95,43.68,Western Asia,Caucasus,C Caucasus,Republic of Georgia,Kakheti,Georgian; Sakartvelo,Georgians,Caucasian Peoples,Caucasus Peoples,Old Europe,1961; 1963; 1964,7,8,2,,Warm Oceanic Humid Subtropical,Cfa,Unclassified Complex Cultivators,scfal1206,Kaxetian,Georgian,Georgian-Zan,Kartvelian,"Kartvelian, Georgic, Georgian",,kaxe1238,Georgia,,15797,15797,15797,15797,,15797,,GEORGIAN,Ci8,15797,,,46397,wiki,"The Georgian people, also known as Kartvelians, are a nation and native Caucasian ethnic group indigenous to Georgia.The origins of polyphonic singing in Georgia are little known. The Georgian State Folk Song & Dance Ensemble state that ""Many traditional Georgian choral songs actually date back to a cult of the grapevine"" (see also Hugo Zemp's film, Table Songs of Kakheti). Work songs, friendship songs, harvest songs, table songs, suneral songs, all of these genres are performed polyphonically in Georgia, or as solo songs with drone accompaniment in different regional styles that identify or identified each place with an imprint as almost as deep as DNA. To summarize such regional distinctions (urther complicated by local variations), complex polyphony arises in the Svaneti region in northwestern Georgia; three-part polyphony with yodel and hocketing in the Guria Region, remarkably like African hunter-gather style; two-part polyphony over a bass drone in Kakheti. All of these, as the State Ensemble notes point out, frequetnly take unconventional harmonic turns.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokaxe1238  @WikiKakhetians  
42.94,42.7,41.95,43.68,Western Asia,Caucasus,C Caucasus,Republic of Georgia,Svan,,Georgians,Caucasian Peoples,Caucasus Peoples,Old Europe,1963,1,1,,,Humid Continental,Dfb,PA-Middle East,scfal1190,Svan,Svan,Svan,Kartvelian,Kartvelian,ISO 639-3: sva,svan1243,Georgia,,62462,62462,62462,,,,,SVAN,Ci9,26313,Caucasus,60,51558,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosvan1243 @Ethnosva @WikiSvans  
